direct_distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,ai,safety
99.55113442436621,1505.4536714065964,5,6,4,90.0,1815,165.0,116.71643959925814,330,30,37.0,31.09090909090909,14.431370787625038,47,7,driver_ai,safe
40.0,2109.3654747066853,10,7,5,270.0,3540,208.2352941176471,118.20895228951186,345,15,22.0,22.882352941176467,13.529411764705882,47,2,driver_ai,safe
177.15849370950104,1536.335681518737,7,4,3,300.0,2400,218.1818181818182,130.98009438066128,345,15,32.0,29.272727272727273,13.03206471530132,47,7,driver_ai,safe
15.011974570875552,1473.7924984501092,9,6,2,270.0,3195,213.0,126.237870704476,345,15,27.0,24.0,14.696938456699069,47,2,driver_ai,safe
13.228701606227839,2456.40657098397,10,7,4,255.0,3525,207.35294117647058,119.4733251923874,345,15,22.0,23.470588235294123,13.36860962042766,47,2,driver_ai,safe
239.43738967899463,1314.1504505030487,4,5,1,120.0,1470,163.33333333333334,102.82131210124788,315,45,32.0,28.11111111111111,14.294089255854008,47,7,driver_ai,safe
191.65905615326017,1524.8725146567974,4,5,3,120.0,1485,165.0,124.89995996796794,315,15,32.0,26.444444444444446,15.535701615677295,47,2,driver_ai,safe
35.608987629529686,1814.139699552653,8,6,3,270.0,2970,212.14285714285717,115.05766078850401,330,30,12.0,19.857142857142858,16.65986255670086,47,2,driver_ai,safe
31.131320418692635,1333.968531807385,6,3,3,300.0,2100,233.33333333333331,114.69767022723501,345,30,32.0,32.0,11.785113019775794,47,12,beamng,safe
235.36105035453582,1589.0934530761472,6,5,5,240.0,2085,189.54545454545453,123.4072074190775,345,15,12.0,17.454545454545453,15.293276219327929,42,2,driver_ai,safe
177.15849370950104,1891.6372635581424,10,11,5,90.0,3570,170.0,129.22847983320082,345,15,17.0,21.047619047619047,15.478021869661912,47,2,beamng,safe
22.13774082402075,1546.6537812365432,7,10,1,90.0,2520,148.2352941176471,126.32755249363122,345,15,17.0,19.94117647058824,12.725475089872903,47,2,beamng,safe
127.18008183839727,1804.5734745662185,8,7,3,255.0,2865,191.0,123.38557452149745,345,15,27.0,22.66666666666667,16.110727964792762,47,2,beamng,safe
254.09038859937766,1867.387105253149,8,7,5,255.0,2775,185.0,120.3328716519306,315,15,22.0,24.33333333333333,15.260697523012798,47,2,beamng,safe
43.25713440546483,1733.4640927019884,9,6,3,270.0,3180,212.0,120.2331069215131,345,15,22.0,21.66666666666667,12.970050972229144,47,2,driver_ai,safe
87.02449603613024,1669.7547785505176,6,8,2,90.0,2100,150.0,125.62699891799878,345,15,22.0,22.714285714285715,12.079667518062687,42,2,beamng,safe
113.01344529506376,2890.949423149917,11,13,3,120.0,3960,165.0,120.6233808181482,345,15,24.5,22.41666666666667,13.533651474093096,47,2,driver_ai,safe
0.0,1440.9323402756766,4,4,4,172.5,1485,185.625,106.31431876751127,330,60,27.0,23.875,12.23149111923808,37,2,beamng,safe
270.7840377976009,1260.8912952950475,4,4,1,180.0,1350,168.75,128.32453974201505,330,15,39.5,35.75,12.183492931011205,47,12,driver_ai,safe
177.5049295090139,1742.273124166653,7,6,4,240.0,2580,198.46153846153842,119.29898792827231,330,15,27.0,27.384615384615387,15.374996993312836,47,2,beamng,safe
74.02204643285917,1506.5058269871674,7,8,1,120.0,2610,174.0,123.18279100588686,345,15,27.0,26.33333333333333,14.243907079480994,47,2,driver_ai,safe
107.6421108302429,1558.0053098619285,6,9,5,60.0,2175,145.0,124.7397290361014,345,15,22.0,24.0,15.89549202342182,47,2,driver_ai,safe
127.18008183839727,1804.5734745662185,8,7,3,255.0,2865,191.0,123.38557452149745,345,15,27.0,22.66666666666667,16.110727964792762,47,2,driver_ai,safe
177.5049295090139,1296.0461235529606,5,5,4,180.0,1860,186.0,112.68983982595768,315,15,24.5,25.0,11.224972160321824,42,7,beamng,safe
88.31123842161415,1961.8173785677945,7,5,4,285.0,2505,208.75,119.75887232268013,345,15,29.5,27.41666666666667,14.784329166008474,47,2,driver_ai,safe
48.0416485978572,1524.4829810764081,5,5,2,195.0,1755,175.5,120.38376136339986,330,15,29.5,27.5,16.650825805346713,47,2,driver_ai,safe
41.18081800626967,1781.0729784381854,6,7,4,105.0,2130,163.84615384615384,128.8283569798597,345,15,32.0,27.384615384615387,14.068723967824527,47,2,driver_ai,safe
40.77496789914136,2356.846863003148,9,11,1,97.5,3270,163.5,130.24112253815997,345,15,19.5,22.25,15.368392889303687,47,2,driver_ai,safe
102.38665564547865,1703.3016710794366,7,8,2,120.0,2565,171.0,120.22478945708326,330,15,22.0,24.33333333333333,14.92946378437246,47,2,beamng,safe
40.0,1466.2335377535212,4,8,5,37.5,1410,117.5,130.88640112708424,345,15,34.5,31.16666666666667,12.219065248845984,47,7,beamng,safe
116.17418861005244,1612.7461367165592,7,6,3,255.0,2460,189.23076923076923,129.2410710179617,345,15,22.0,25.84615384615385,12.113858267710476,47,7,beamng,safe
95.85405573057407,1613.400360718498,7,8,1,90.0,2565,171.0,128.77888025604202,330,15,22.0,24.0,12.355835328567093,47,7,beamng,safe
270.7840377976009,1253.5533968164818,5,4,1,255.0,1755,195.0,122.06555615733706,345,15,42.0,33.666666666666664,13.5400640077266,47,7,driver_ai,safe
69.75590131464732,1287.811275837067,8,8,1,187.5,2835,177.1875,134.50103101370635,345,15,24.5,25.125,13.678792892649556,47,7,beamng,safe
69.36083649386055,2028.189080888518,10,10,1,180.0,3540,177.0,118.83181392203016,315,15,14.5,20.0,14.439529078193653,47,2,beamng,safe
