distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,safety
13.66258298367567,10.351124833424866,14.0,16.0,15.0,3.333333333333333,13.823529411764707,3.867243867243872,6.731580704392322,20.0,,1.6666666666666665,0.0,3.775848794916998,10.0,,safe
16.4392182827736,13.363996000530616,12.0,12.0,0.0,10.0,14.411764705882353,14.222222222222223,0.42512932342359094,20.0,,18.333333333333332,16.523990860624533,9.96777233976699,20.0,,safe
13.687439234861023,9.018275988055573,10.0,8.0,5.0,6.666666666666666,8.235294117647058,6.6666666666666625,4.116496629316928,10.0,,8.333333333333334,12.068662487550537,9.565504460513345,20.0,,safe
19.781293635612414,13.543726912493634,8.0,8.0,10.0,13.333333333333332,12.647058823529411,15.757575757575758,13.453098524658563,20.0,,5.0,5.474251567168552,8.396597855648041,20.0,,safe
15.194507146040998,7.871777618675955,10.0,10.0,0.0,10.0,9.411764705882353,9.09090909090909,1.9700726303218326,10.0,,11.666666666666668,15.71035210029879,9.614420042239459,20.0,,safe
14.139029235021805,5.506693606768928,6.0,6.0,20.0,6.666666666666666,5.0,0.0,3.786083518579692,0.0,,1.6666666666666665,1.1435936493057621,11.165681323046556,20.0,,safe
11.212899113834196,8.691643112760564,8.0,12.0,0.0,6.666666666666666,10.294117647058822,10.90909090909091,4.3130223729331965,20.0,,8.333333333333334,6.852188177397627,3.9637685534312523,20.0,,safe
18.47817752508999,14.762544411979427,8.0,14.0,0.0,10.0,12.058823529411764,12.121212121212121,8.514465602660653,20.0,,10.0,11.119573495811126,5.6376542781043195,20.0,,safe
14.195233034751158,7.923843250041138,10.0,14.0,20.0,6.666666666666666,12.941176470588236,5.071770334928236,11.224833799870016,20.0,,1.6666666666666665,0.2629574698360535,8.570230555703054,20.0,,safe
15.625245991390637,9.175713675597596,10.0,16.0,5.0,10.0,14.411764705882353,10.267379679144387,6.400935836234044,20.0,,5.0,7.9638009049773775,8.604036774311691,20.0,,safe
16.373873031972472,12.22831793165338,10.0,10.0,0.0,13.333333333333332,12.352941176470589,15.151515151515154,5.023006731416666,20.0,,5.0,9.804909485031343,7.992527780249584,20.0,,safe
15.913780126249733,10.162046251240312,16.0,12.0,10.0,6.666666666666666,12.352941176470589,4.242424242424244,2.705129944522975,10.0,,8.333333333333334,7.9400328696837335,9.1551772826138,10.0,,safe
13.669807584058365,6.55114990167063,10.0,8.0,0.0,5.0,6.764705882352942,5.555555555555557,4.195350875788542,10.0,,16.666666666666668,20.0,0.0,10.0,,safe
7.754136448274868,9.138988397608761,10.0,12.0,0.0,13.333333333333332,13.529411764705884,14.935064935064936,4.314438219546619,20.0,,1.6666666666666665,5.17897943640518,10.935369679597509,20.0,,safe
19.601827319981396,15.528198515205524,12.0,16.0,0.0,6.666666666666666,13.823529411764707,9.340463458110513,8.005050924057835,20.0,,11.666666666666668,11.501276824515038,13.06033435758822,20.0,,safe
14.612141720136426,8.123048243284165,8.0,12.0,0.0,10.0,10.588235294117647,11.515151515151521,5.81064761618231,20.0,,15.0,13.249751010604026,5.320110026565689,20.0,,safe
12.481288067223828,8.602457310339043,10.0,12.0,0.0,6.666666666666666,11.176470588235293,10.432900432900436,3.341803932171174,20.0,,8.333333333333334,12.490479817212496,7.045067322419173,20.0,,safe
13.863897755741652,12.022916369512306,12.0,12.0,10.0,10.0,13.529411764705884,8.877005347593586,5.329171900822481,20.0,,8.333333333333334,8.942251691232478,7.4181402863875014,10.0,,safe
13.920191335539842,10.036079279739138,14.0,8.0,5.0,13.333333333333332,14.11764705882353,13.696969696969699,6.043796147522805,20.0,,5.0,4.83777608530084,2.421208901155726,0.0,,safe
12.071827980530811,5.622488045850935,4.0,4.0,0.0,6.666666666666666,4.411764705882353,14.372294372294377,10.345941529594771,20.0,,15.0,18.705255140898707,4.475483562670088,20.0,,safe
14.080194231214662,9.78454514088038,10.0,14.0,0.0,6.666666666666666,7.647058823529411,2.1414141414141428,0.0,20.0,,8.333333333333334,9.6999238385377,7.43292063783855,20.0,,safe
13.68662518852135,10.064195839189995,10.0,8.0,10.0,6.666666666666666,7.941176470588235,4.242424242424244,3.674337451063647,20.0,,10.0,10.297029702970299,15.105488826350562,20.0,,safe
6.277799456993673,6.942878408767166,4.0,4.0,0.0,13.333333333333332,5.294117647058823,17.748917748917744,9.005693838302408,20.0,,8.333333333333334,10.479817212490488,16.616392060417958,20.0,,safe
13.696231601090949,6.6337093482069704,8.0,8.0,0.0,13.333333333333332,9.705882352941176,14.986225895316805,3.7772957504854388,20.0,,15.0,12.85605483625286,5.941842671663183,20.0,,safe
14.938702972534003,10.157984513045395,10.0,14.0,5.0,8.333333333333334,13.235294117647058,10.151515151515152,7.704170119472737,20.0,,6.666666666666666,5.0990099009901,4.242259455140772,10.0,,safe
15.977176136856333,17.06137729615185,12.0,16.0,0.0,13.333333333333332,18.235294117647058,16.292335115864528,2.38293590117829,20.0,,8.333333333333334,8.866986246135923,6.35072827868611,20.0,,safe
15.4718886792741,14.099402993951758,12.0,12.0,5.0,0.0,8.529411764705882,2.2727272727272743,5.123541752038776,10.0,,13.333333333333332,18.2939832444783,13.023414212136291,20.0,,safe
16.073717305506502,12.73129945572521,10.0,8.0,10.0,8.333333333333334,9.411764705882353,7.056277056277052,3.5157652821221697,10.0,,13.333333333333332,10.753998476770754,9.20331447368554,20.0,,safe
14.779889713523575,8.691275637731943,8.0,6.0,5.0,3.333333333333333,6.470588235294118,7.107438016528926,12.271619321352896,20.0,,11.666666666666668,11.460222945371466,10.763791437065306,20.0,,safe
14.216641818157152,13.773943921778674,14.0,8.0,10.0,10.0,12.647058823529411,9.166666666666668,8.433206528961644,20.0,,6.666666666666666,8.53769992383854,11.513918348050103,20.0,,safe
14.530874742936204,10.978610251122571,12.0,12.0,0.0,10.0,13.529411764705884,12.646464646464647,8.155533123340822,20.0,,8.333333333333334,9.273419649657274,5.563438632254293,20.0,,safe
12.083794362489131,9.115082114453738,10.0,12.0,0.0,6.666666666666666,10.88235294117647,9.87012987012987,3.846368136408004,20.0,,8.333333333333334,9.748667174409748,4.267532765397482,20.0,,safe
14.675285035814412,11.664325760830646,10.0,8.0,5.0,3.333333333333333,8.235294117647058,6.6666666666666625,7.743619488229456,20.0,,11.666666666666668,9.115941179916815,7.7912384685251626,10.0,,safe
15.702389478562736,8.149561420608316,12.0,8.0,5.0,5.0,7.941176470588235,4.242424242424244,3.2690160789481686,10.0,,13.333333333333332,15.049504950495056,8.981921611045077,20.0,,safe
2.7992301492562897,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,,18.333333333333332,12.429550647372437,12.78949428597013,0.0,,safe
14.719249118292506,7.366023459160459,12.0,8.0,0.0,13.333333333333332,13.823529411764707,18.18181818181818,4.44333739154743,20.0,,15.0,11.28127013884821,3.464748879404425,10.0,,safe
15.73882748587797,16.435795476554343,14.0,12.0,10.0,8.333333333333334,15.0,9.494949494949497,6.493113449132226,10.0,,0.0,2.5488702716425475,9.455413584575828,10.0,,unsafe
16.875545109498628,9.581247830360013,10.0,14.0,5.0,5.0,9.411764705882353,3.7500000000000018,5.113043033207757,10.0,,16.666666666666668,15.8948971820259,13.910663917097581,20.0,,unsafe
