direct_distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,safety
269.48612805935187,2656.1671980078745,8,8,3,180.0,2955,184.6875,112.83933198911627,330,30,22.0,24.8125,15.709148409446007,47,2,safe
102.01375193081549,2085.2096203123533,12,8,3,292.5,4395,219.75,123.26267683285155,345,15,17.0,22.5,16.424067705656842,47,2,safe
208.2081710662985,2017.3383548785694,5,7,2,105.0,1905,158.75,128.37323513879363,345,15,34.5,28.25,16.472831167308996,47,2,safe
35.60898762952969,1837.9990155604642,7,6,2,270.0,2550,196.15384615384616,127.20597842375791,345,15,32.0,28.53846153846154,12.616322666812867,47,7,safe
146.402635769407,1581.85808759887,6,7,2,120.0,2085,160.3846153846154,113.83965677926696,300,15,27.0,23.923076923076923,10.658774200423858,47,2,safe
49.2658996609579,1229.4752132663277,4,6,5,97.5,1545,154.5,127.46470099600124,345,15,32.0,26.5,16.5,47,2,safe
270.7840377976009,2119.338362817536,11,10,3,240.0,3975,189.28571428571428,127.65546744008631,345,30,22.0,24.142857142857142,14.190156595953656,47,2,safe
55.195635650759584,1948.9552660996656,10,8,1,247.5,3570,198.33333333333334,118.27463332806781,345,15,22.0,22.27777777777778,13.69024614483512,42,2,safe
269.48612805935187,1344.8209582255581,6,5,3,240.0,2100,190.9090909090909,122.8786944662052,345,15,27.0,26.09090909090909,13.621203694337906,42,2,safe
99.5511344243662,1554.9260467832523,9,5,2,315.0,3195,228.21428571428572,130.5429204577278,345,15,27.0,26.285714285714285,14.498416521560312,47,2,safe
40.0,1480.536163120984,10,10,7,180.0,3600,180.0,124.95999359795118,345,15,14.5,17.75,15.594470173750693,47,2,safe
40.0,1960.5378794248224,11,11,6,180.0,3990,181.36363636363637,130.36820075691404,345,15,12.0,17.681818181818183,16.60335772075353,47,2,safe
87.02449603613024,1706.2682776382808,10,10,2,187.5,3630,181.5,137.55089966990403,345,15,24.5,24.75,14.788086421170252,47,2,safe
35.60898762952969,1483.8488360041326,9,10,3,105.0,3285,172.89473684210526,122.18747232573314,345,15,17.0,17.0,12.977713690461004,47,2,safe
13.228701606227839,1809.296088681104,7,5,2,262.5,2505,208.75,120.53915339009147,330,15,22.0,25.333333333333332,11.426091000668407,47,7,safe
122.58874336577558,1527.243040874296,6,6,1,180.0,2220,185.0,124.19742348374221,330,30,29.5,26.583333333333332,13.300741416260305,47,2,safe
303.72804020842824,2302.7783527181764,4,3,1,240.0,1500,214.28571428571428,90.6101764794256,345,105,42.0,35.57142857142857,15.286381827880497,47,2,safe
40.0,1759.056952406867,9,13,8,60.0,3195,145.22727272727272,134.26971899135162,330,15,14.5,20.181818181818183,16.205039518159897,47,2,safe
116.17418861005244,1283.1440873674358,9,7,2,262.5,3180,198.75,136.3990010960491,345,15,27.0,25.125,12.358574958303242,47,7,safe
74.02204643285917,2075.122970109551,8,11,3,105.0,2970,156.31578947368422,122.3760608820545,345,15,22.0,19.63157894736842,14.72273761126249,47,2,safe
143.78439777343905,1784.1004202343054,7,8,2,105.0,2565,171.0,123.9112585683803,345,15,32.0,25.666666666666668,16.069294390925265,47,2,safe
8.675194517261547,1608.354967057602,8,4,2,285.0,2895,241.25,109.79384090193767,345,45,27.0,25.75,13.712068893253612,47,2,safe
303.72804020842824,1507.8368862388336,3,4,3,120.0,1125,160.71428571428572,100.6914867811777,315,30,22.0,23.428571428571427,17.261494247992246,47,2,safe
167.74661140877944,1480.0907281749032,7,6,3,270.0,2595,199.6153846153846,128.41431651646374,330,15,32.0,28.923076923076923,14.349813927828947,47,2,safe
303.72804020842824,1412.1385679823265,8,7,1,270.0,2895,193.0,130.866344030847,345,15,12.0,21.0,15.620499351813308,47,2,safe
191.65905615326017,1684.5764319142766,6,6,2,165.0,2145,178.75,129.39160521455787,345,30,24.5,27.416666666666668,14.642736159004649,47,7,safe
146.84250886188423,2079.1273199087777,9,9,2,180.0,3240,180.0,126.29330940315089,345,15,22.0,24.5,14.743171677461778,47,2,safe
70.3420215802759,1635.628004942804,7,7,1,180.0,2565,183.21428571428572,124.23490340677131,330,15,32.0,31.642857142857142,12.88192056919388,47,7,safe
87.02449603613024,1313.2665477480696,3,4,2,120.0,1110,158.57142857142858,91.71829096728298,285,45,22.0,21.285714285714285,9.793792286287205,37,7,safe
233.21234958723784,2073.84307021346,5,5,5,172.5,1845,184.5,107.34174397688906,345,60,37.0,33.5,11.412712210513327,47,17,safe
177.5049295090139,1738.8818843696233,7,5,2,262.5,2445,203.75,124.2162932146987,345,15,27.0,25.333333333333332,14.624940645653538,47,2,safe
177.5049295090139,2236.5652505907947,8,8,2,180.0,2985,186.5625,118.22540375803332,345,15,32.0,27.3125,13.971930566317598,47,2,safe
20.0,1790.79127546868,8,9,4,75.0,2925,172.05882352941177,139.11547069557437,345,15,27.0,24.647058823529413,14.257881933577439,47,2,safe
167.6622457812031,2337.616703951653,8,13,5,75.0,2895,137.85714285714286,115.50686877711593,315,15,12.0,18.666666666666668,14.085904245475275,47,2,safe
40.77496789914136,1520.4311618182971,7,8,4,105.0,2475,165.0,120.49896265113655,330,15,22.0,23.333333333333332,14.42990721460891,47,2,safe
270.7840377976009,1551.5257219512316,5,3,1,247.5,1725,215.625,106.31431876751128,345,75,32.0,27.625,13.792547806696195,47,7,safe
196.39380743926463,1636.7078359412446,9,8,3,255.0,3285,193.23529411764707,126.6414714212411,345,15,22.0,23.764705882352942,10.563697056510572,42,7,safe
