is_start_seg,is_last_seg,prev_is_right_turn,prev_is_left_turn,prev_is_straight,prev_angles,prev_pivot_off,prev_actual_length,prev_direct_length,prev_directed_hausdorff,seg_is_right_turn,seg_is_left_turn,seg_is_straight,seg_angles,seg_pivot_off,seg_actual_length,seg_direct_length,next_is_right_turn,next_is_left_turn,next_is_straight,next_angles,next_pivot_off,next_actual_length,next_direct_length,next_directed_hausdorff,safety
0,0,0,1,0,-45,17,53.39013013517126,52.0449468016522,102.04372403923004,0,1,0,-105,22,161.21725570228188,139.63018789125738,1,0,0,120,2,16.749844748289025,13.85640646055102,145.1718365680527,safe
0,0,0,1,0,-45,7,21.984171232129345,21.430272212445022,16.66325634805661,1,0,0,60,7,29.312228309505787,28.0,0,1,0,-105,17,124.57697031539959,107.89605427960794,14.6123234721324,safe
0,0,0,1,0,-105,42,307.77839724981067,266.56672233785497,269.53553534938834,1,0,0,120,42,351.74673971406935,290.98453567157134,0,0,1,0,0,70.0,70.0,256.32802564118754,safe
1,0,0,0,0,-1,-1,-1.0,-1.0,-1.0,0,0,1,0,0,50.0,50.0,0,1,0,-75,2,10.468652967680637,9.740182864139529,39.42523460251813,safe
0,0,0,1,0,-30,17,35.59342009011417,35.19939013394282,20.746161513578933,1,0,0,75,7,36.64028538688224,34.09064002448835,0,1,0,-120,22,184.24829223117928,152.42047106606114,20.4948441455468,safe
1,0,0,0,0,-1,-1,-1.0,-1.0,-1.0,0,1,0,-90,32,200.99813697946826,181.01933598375615,0,0,1,0,0,90.0,90.0,138.52075656738234,safe
1,0,0,0,0,-1,-1,-1.0,-1.0,-1.0,0,1,0,-60,12,50.24953424486706,47.99999999999999,0,1,0,-60,2,8.37492237414451,7.999999999999999,39.99999999999999,safe
0,0,0,1,0,-120,17,142.3736803604567,117.77945491468364,29.59069644482629,1,0,0,60,12,50.24953424486706,47.99999999999999,1,0,0,75,17,88.98355022528544,82.791554345186,7.653586437035877,safe
0,0,1,0,0,60,7,29.312228309505787,28.0,2.53882136735708,0,1,0,-15,7,7.328057077376447,7.309466764322887,0,1,0,-75,17,88.98355022528544,82.791554345186,2.791640791381504,safe
0,0,0,1,0,-105,47,344.4186826366931,298.3008559495045,4.43474680144047,0,0,1,0,0,30.0,30.0,1,0,0,15,32,33.49968949657804,33.4147052083332,4.715431517456015,safe
0,0,0,1,0,-30,27,56.53072602547547,55.90491374214449,116.96646814303664,0,1,0,-60,42,175.87336985703473,168.0,0,1,0,-75,47,246.013344740495,228.89429730727898,9.28792491681317,safe
