direct_distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,safety
41.18081800626967,1533.6169437614647,8,7,7,285.0,2910,194.0,136.76256797823007,345,15,22.0,26.333333333333332,14.92946378437246,47,2,unsafe
21.3433690545087,1253.5034735092233,7,5,3,307.5,2565,213.75,141.39373218074414,345,30,39.5,35.333333333333336,12.133516482134198,47,12,safe
270.7840377976009,1103.0164766831806,4,4,3,165.0,1395,174.375,128.58454174199946,330,15,37.0,35.75,6.959705453537527,47,22,safe
87.02449603613024,1479.0791439896398,3,5,3,112.5,1185,148.125,117.01862832472443,330,15,27.0,27.625,13.792547806696195,47,7,safe
127.18008183839729,2122.4260306231386,9,10,2,90.0,3210,168.94736842105263,135.38035062437996,345,15,17.0,22.526315789473685,15.885671866091124,47,2,unsafe
20.0,1672.7072819367554,5,7,4,75.0,1815,151.25,112.82591679219806,315,45,17.0,22.833333333333332,13.969212178533509,47,7,unsafe
31.294689322266162,1504.6911941947537,4,5,4,90.0,1425,158.33333333333334,117.28408057172787,345,30,32.0,29.77777777777778,13.356461422412565,47,7,safe
239.43738967899466,2252.04828182583,8,7,3,255.0,2805,187.0,123.0690862889621,345,15,27.0,24.666666666666668,16.110727964792762,47,2,unsafe
26.78348258463238,1237.6691298185601,7,7,10,157.5,2490,177.85714285714286,140.00911049073972,345,15,27.0,24.142857142857142,13.720980508784676,47,2,unsafe
42.06228654164393,2216.6436103716715,9,13,5,97.5,3360,152.72727272727272,119.11346073775886,345,15,24.5,23.59090909090909,17.476371297240405,47,2,unsafe
70.3420215802759,534.3913551064777,1,1,1,187.5,375,187.5,82.5,270,105,29.5,29.5,12.5,42,17,safe
40.0,1456.5781683436549,5,10,7,60.0,1815,121.0,115.6027681329474,345,15,17.0,21.0,14.966629547095765,47,2,unsafe
21.3433690545087,1184.0240004165837,3,5,5,75.0,1065,133.125,112.60932188322599,300,15,37.0,33.25,12.686114456365274,47,12,safe
120.09649018010694,1895.244923636467,6,5,2,255.0,2145,195.0,121.69260827630785,345,30,32.0,32.0,9.293203772845851,47,17,safe
91.54019744811039,202.23756739580688,1,2,0,60.0,390,130.0,132.09844813622905,315,15,27.0,20.333333333333332,13.123346456686352,32,2,safe
20.0,2078.7482500395495,7,5,6,255.0,2505,208.75,118.65785898961771,345,45,32.0,29.916666666666668,10.696248044161196,47,12,safe
175.18302844873006,1618.4335848032606,10,10,3,187.5,3525,176.25,132.2958332677186,330,15,24.5,24.5,14.620191517213446,47,2,unsafe
49.2658996609579,1484.7654004166964,5,7,3,82.5,1725,143.75,117.86512418862503,315,15,27.0,27.833333333333332,13.667682889047272,47,7,unsafe
34.30483644346164,87.15797671405107,2,1,0,240.0,675,225.0,92.46621004453465,330,105,7.0,8.666666666666666,6.236095644623236,17,2,safe
167.6622457812031,693.9784892100064,3,3,3,165.0,1095,182.5,132.02745926510894,345,15,32.0,32.0,7.0710678118654755,42,22,safe
69.36083649386055,1343.7512240051497,9,7,6,247.5,3180,198.75,121.68735554690964,345,30,12.0,15.75,14.086784586980807,42,2,unsafe
191.65905615326017,306.77938456936585,1,1,3,180.0,360,180.0,105.0,285,75,24.5,24.5,22.5,47,2,safe
167.6622457812031,1976.8897925156443,6,6,3,187.5,2205,183.75,107.14330357049852,315,15,22.0,24.083333333333332,18.64787000050021,47,2,unsafe
146.402635769407,2113.115012267325,12,9,5,255.0,4185,199.28571428571428,120.19117424897279,345,15,17.0,21.761904761904763,15.467030256106394,47,2,unsafe
146.402635769407,1452.330266204286,4,5,2,90.0,1410,156.66666666666666,107.96089827134432,300,15,32.0,32.55555555555556,8.958064164776166,47,17,unsafe
303.72804020842824,1198.98061183352,4,6,2,67.5,1395,139.5,118.68972154319009,330,30,34.5,32.0,11.832159566199232,47,7,safe
127.18008183839729,1707.2529118392981,6,10,2,75.0,2220,138.75,124.5429142906171,345,15,22.0,23.25,13.863170633011771,47,2,unsafe
116.17418861005244,1853.453600733342,5,8,3,90.0,1920,147.69230769230768,116.31547593002577,345,15,17.0,22.384615384615383,16.69425724170054,47,2,unsafe
269.48612805935187,1048.636114757551,4,3,2,300.0,1470,210.0,124.21180068162376,345,45,42.0,39.142857142857146,9.948848769417227,47,17,safe
0.0,1770.1918153599586,4,3,3,240.0,1380,197.14285714285714,118.76919823329443,345,15,37.0,38.42857142857143,5.150787536377128,47,32,safe
51.21500216437505,1720.111463149383,12,10,3,255.0,4350,197.72727272727272,133.52499998065798,345,15,24.5,24.727272727272727,15.05499560152654,47,2,unsafe
149.89329538041386,1594.4240052529328,10,6,3,277.5,3465,216.5625,111.74355056892546,345,15,29.5,25.4375,13.660933121496496,47,2,unsafe
269.48612805935187,783.0961515381016,2,2,1,180.0,720,180.0,60.0,240,120,24.5,23.25,16.723860200324566,42,2,safe
269.48612805935187,1906.888066666606,4,4,1,180.0,1425,178.125,94.70142224380794,300,15,34.5,31.375,13.331705629813463,47,12,unsafe
208.2081710662985,1522.501130232333,2,3,1,105.0,750,150.0,88.48728722251576,270,45,42.0,43.0,3.7416573867739413,47,37,safe
167.6622457812031,1284.9438595288984,4,3,5,285.0,1470,210.0,125.75486358103893,345,15,37.0,38.42857142857143,5.150787536377128,47,32,safe
270.7840377976009,1487.6977263115054,5,6,2,105.0,1830,166.36363636363637,122.60600068903103,345,15,32.0,33.81818181818182,13.016200966614866,47,7,unsafe
22.137740824020742,1840.9887877974893,11,7,3,262.5,3945,219.16666666666666,116.09682261897706,345,15,27.0,25.055555555555557,13.958160584890125,47,2,unsafe
50.6990755072082,1340.2659365683544,5,5,3,165.0,1830,183.0,115.76268828944843,345,30,34.5,26.0,19.339079605813716,47,2,safe
84.5803907040383,1393.4448700898108,5,3,2,285.0,1785,223.125,118.21425199611086,345,45,37.0,36.375,6.817945071647322,47,27,safe
177.15849370950104,1186.1049653424518,3,2,2,255.0,1050,210.0,103.05338422390601,345,75,32.0,35.0,6.0,42,27,safe
122.58874336577558,206.77155450305466,1,2,1,60.0,360,120.0,106.7707825203131,270,30,27.0,30.333333333333332,8.498365855987975,42,22,safe
167.74661140877944,1987.2728267859445,7,8,3,120.0,2580,172.0,120.3577999134248,345,15,27.0,23.333333333333332,14.42990721460891,47,2,unsafe
